R1	/mnt/tank/downloads/complete/nzb/music/_FAILED_Garth.Brooks-Ropin.The.Wind-CDP.7.06330-2-CD-FLAC-1991-EMG	dir	428685519	10	directory basename begins with _FAILED_ (an abandoned download job)	99-quarantine
R1	/mnt/tank/downloads/complete/nzb/music/_FAILED_Garth.Brooks-The.Ultimate.Hits-2CD-FLAC-2007-WRS	dir	1633336396	34	directory basename begins with _FAILED_ (an abandoned download job)	99-quarantine
R2	/mnt/tank/downloads/complete/nzb/music/_UNPACK_Ed Sheeran - Ed Sheeran [self titled] (EP) (2006) MP3	dir	84604075	0	directory basename begins with _UNPACK_ (an interrupted unpack)
R2	/mnt/tank/downloads/complete/nzb/music/_UNPACK_Katy Perry - Prism (2013) FLAC	dir	487709482	0	directory basename begins with _UNPACK_ (an interrupted unpack)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Mastermix.Issue.452-202	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Mastermix.Issue.453-202	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Mastermix.Issue.454-2024-xpost	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Mastermix.Issue.455-2024	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Mastermix.Issue.456-2024	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Mastermix.Issue.467-2025	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Mastermix.Issue.467-2025.1	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Mastermix.Issue.468-470-2025	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-NOW.Thats.What.I.Call.Music_.117.2CD-202	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Now_That.s_What_I_Call_Music__1-115_2023	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA-Now_That.s_What_I_Call_Music__116__2023	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA.-.Mastermix.Issue.440-WEB-2023-MST	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA.Now.That.s.What.I.Call.Music_.117.2024..CD.FLAC..CDNOW117	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_460-WEB-2024-MST	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_461-WEB-2024-MST	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_461-WEB-2024-MST.1	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_462-WEB-2024-MST	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_462-WEB-2024-MST.1	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_463-WEB-2025-MST	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_463-WEB-2025-MST.1	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_464-WEB-2025-MST	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_464-WEB-2025-MST.1	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_465-WEB-2025-MST	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/dj-mixes/VA_-_Mastermix_-_Issue_465-WEB-2025-MST.1	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/music/Ed Sheeran - ÷ (2017) FLAC	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/music/Garth.Brooks-Man.Against.Machine-CD-FLAC-2014-NBFLAC	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/music/Madonna-Like A Virgin-REMASTERED-CD-FLAC-2001-c05 INT-xpost	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/music/Michael Jackson-Thriller [2001 Special Edition] [1982] FLAC	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R4	/mnt/tank/downloads/complete/nzb/unsorted/Harry.Potter.And.The.Deathly.Hallows.Part.1.2010.PROPER.1080p.BluRay.x264-MOOVEE	dir	0	0	directory contains zero audio files at any depth, and is empty at every depth (R7 directory clause, subsumed)
R6	/mnt/tank/downloads/complete/nzb/unsorted/VA-Now_That.s_What_I_Call_Music__1-115_2023/00. play.m3u	file	2241	0	D-06 named sidecar with no retained value (EAC rip log or volume-less playlist)
R6	/mnt/tank/downloads/complete/nzb/unsorted/VA-Now_That.s_What_I_Call_Music__1-115_2023/Various - NOW That's What I Call Music! 114.log	file	22454	0	D-06 named sidecar with no retained value (EAC rip log or volume-less playlist)
